segment_id,start_chainage_m,end_chainage_m,segment_length_m,centroid_lon,centroid_lat,azimuth_deg,pvout_annual,heat_demand_p_m2,deflection_deg,is_curved,near_station,crossing_count,building_dist_m,trains_per_day,trains_per_saturday,trains_per_sunday,in_lsg,excluded,pvout_norm,heat_norm,building_norm,traffic_norm,curve_norm,crossing_norm,weight_pvout,weight_heat,weight_building,weight_curve,weight_traffic,weight_crossing,crossing_penalty,sei_base,sei_score,rank,sei_tier
STR_001,0,200.0,200.0,9.119458,48.826057,247.4,1153.4599609375,49.20020101189303,0.15,False,False,0,47.84,76,68,36,False,False,0.153879772055358,0.8917535526653444,0.9045222534942517,1.0,0.9947753396029259,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.8079317307103664,0.8079317307103664,11.0,A
STR_079,15600,15800.0,200.0,8.991807,48.853996,255.86,1162.9560546875,34.61342570177587,0.61,False,False,0,26.87,76,68,36,False,False,0.8205064484339517,0.6273682770526743,0.9545389495778276,1.0,0.978753047718565,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7963787368686989,0.7963787368686989,12.0,A
STR_006,1000,1200.0,200.0,9.111984,48.829056,16.16,1155.2860107421875,44.071348438391794,0.9,False,False,0,17.54,76,68,36,False,False,0.282068640473028,0.7987931092230313,0.9767924438296045,1.0,0.9686520376175549,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7888486486758834,0.7888486486758834,13.0,A
STR_028,5400,5600.0,200.0,9.092612,48.857326,320.45,1161.1300048828125,54.17742347024028,1.32,False,False,1,27.6,76,68,36,False,False,0.6923175800162817,0.9819657005499435,0.9527977865763488,1.0,0.9540229885057472,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.925769633275026,0.7869041882837721,14.0,A
STR_002,200,400.0,200.0,9.116942,48.825366,248.04,1153.4599609375,47.73808170542507,1.59,False,False,0,57.64,76,68,36,False,False,0.153879772055358,0.865252642930276,0.8811477364880981,1.0,0.9446185997910136,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7793892434567461,0.7793892434567461,15.0,A
STR_078,15400,15600.0,200.0,8.994454,48.854425,256.21,1162.9560546875,28.456589368638888,0.0,False,False,0,15.62,76,68,36,False,False,0.8205064484339517,0.5157756298615216,0.9813719410389734,1.0,1.0,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7565333160615122,0.7565333160615122,16.0,B
STR_077,15200,15400.0,200.0,8.997102,48.854854,256.21,1162.9560546875,29.490148930669232,0.03,False,False,0,76.72,76,68,36,False,False,0.8205064484339517,0.5345088950184871,0.8356389829699947,1.0,0.9989550679205852,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7457424588294636,0.7457424588294636,17.0,B
STR_027,5200,5400.0,200.0,9.094397,48.855978,311.07,1161.1300048828125,50.77678313937747,17.82,True,True,0,35.6,76,68,36,False,False,0.6923175800162817,0.9203291008203832,0.9337165482039784,1.0,0.3793103448275862,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7373722349885645,0.7373722349885645,18.0,B
STR_075,14800,15000.0,200.0,9.002469,48.85534,271.41,1163.68603515625,30.12325952784,0.35,False,False,0,136.94,76,68,36,False,False,0.8717511461502206,0.5459840234253941,0.6920049611219768,1.0,0.9878091257401602,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7371452036059883,0.7371452036059883,19.0,B
STR_052,10200,10400.0,200.0,9.045482,48.86804,291.47,1164.781982421875,31.94079909891944,3.65,True,False,0,133.04,76,68,36,False,False,0.9486867475041776,0.5789269248015114,0.7013070648285074,1.0,0.8728665970045281,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7329796438693474,0.7329796438693474,20.0,B
STR_026,5000,5200.0,200.0,9.096714,48.855062,297.88,1161.1300048828125,48.7354055048584,4.26,True,True,1,7.81,76,68,36,False,False,0.6923175800162817,0.8833291349569526,1.0,1.0,0.851619644723093,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.8600918385573142,0.731078062773717,21.0,B
STR_029,5600,5800.0,200.0,9.090753,48.858636,311.19,1161.8599853515625,51.69478916115778,7.35,True,False,1,17.75,76,68,36,False,False,0.7435622777325507,0.9369679582732802,0.9762915613223299,1.0,0.7439916405433646,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.8588507846625082,0.730023166963132,22.0,B
STR_009,1600,1800.0,200.0,9.108747,48.833174,287.68,1155.2860107421875,38.64064736583227,1.71,False,False,0,43.78,76,68,36,False,False,0.282068640473028,0.7003616622915888,0.9142059819682298,1.0,0.9404388714733543,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7296286390980242,0.7296286390980242,23.0,B
STR_057,11200,11400.0,200.0,9.032331,48.867977,247.23,1165.512939453125,54.21969832250706,16.78,True,True,1,9.98,76,68,36,False,False,1.0,0.9827319321693669,0.9948242140914946,1.0,0.4155346569139672,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.8302470841665859,0.705710021541598,24.0,B
STR_018,3400,3600.0,200.0,9.093657,48.844028,339.43,1161.4949951171875,29.748476365226665,0.06,False,False,0,165.91,76,68,36,False,False,0.7179399288744163,0.5391910792937471,0.6229070266660306,1.0,0.9979101358411703,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.7043011801841866,0.7043011801841866,25.0,B
STR_063,12400,12600.0,200.0,9.016542,48.867109,261.52,1165.14794921875,54.10522095590667,5.99,True,False,1,364.82,76,68,36,False,False,0.9743776511418656,0.9806570301107149,0.14847588608500695,1.0,0.7913618948101706,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.8202841286685807,0.6972415093682935,26.0,B
STR_031,6000,6200.0,200.0,9.086113,48.860491,303.41,1161.8599853515625,52.13711997254286,10.76,True,False,1,76.19,76,68,36,False,False,0.7435622777325507,0.9449852034144259,0.8369031150121643,1.0,0.6252176941832115,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.8116282658548577,0.689884025976629,27.0,B
STR_025,4800,5000.0,200.0,9.098756,48.853935,326.64,1161.1300048828125,45.80038237185192,18.81,True,False,0,35.01,76,68,36,False,False,0.6923175800162817,0.8301318460804129,0.9351237895339407,1.0,0.3448275862068966,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.6882843061691392,0.6882843061691392,28.0,B
STR_023,4400,4600.0,200.0,9.09833,48.850671,43.02,1161.1300048828125,41.80945455115506,19.44,True,False,0,26.57,76,68,36,False,False,0.6923175800162817,0.7577962866855013,0.9552544960167915,1.0,0.322884012539185,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.6529405985357868,0.6529405985357868,29.0,B
STR_050,9800,10000.0,200.0,9.049717,48.865869,312.27,1161.8599853515625,24.73260984445417,0.54,False,False,0,213.87,76,68,36,False,False,0.7435622777325507,0.44827850784891077,0.5085150026236702,1.0,0.9811912225705329,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.6488583398144105,0.6488583398144105,30.0,B
STR_020,3800,4000.0,200.0,9.092398,48.847461,9.64,1161.4949951171875,43.74202390640115,18.63,True,False,0,133.93,76,68,36,False,False,0.7179399288744163,0.7928241026876409,0.6991842770595811,1.0,0.35109717868338564,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.6471682378459886,0.6471682378459886,31.0,C
STR_053,10400,10600.0,200.0,9.042905,48.868625,285.72,1164.781982421875,34.709554786764286,6.81,True,False,1,20.12,76,68,36,False,False,0.9486867475041776,0.6291106165409249,0.9706387444545151,1.0,0.7628004179728318,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.7593454948180578,0.6454436705953491,32.0,C
STR_019,3600,3800.0,200.0,9.092715,48.845716,341.43,1161.4949951171875,37.7317163764469,3.7,True,False,1,138.88,76,68,36,False,False,0.7179399288744163,0.6838872897841247,0.687377760816677,1.0,0.8711250435388367,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.7413250314938264,0.6301262767697524,33.0,C
STR_080,15800,16000.0,200.0,8.989414,48.853252,226.23,1163.321044921875,39.770698445952505,23.35,True,False,0,59.77,76,68,36,False,False,0.8461287972920862,0.7208438360361011,0.8760673567714544,1.0,0.18669453152211768,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.61258894047952,0.61258894047952,34.0,C
STR_051,10000,10200.0,200.0,9.047793,48.867133,312.92,1164.781982421875,29.034954845369448,13.06,True,False,0,172.36,76,68,36,False,False,0.9486867475041776,0.5262585030613443,0.607522778228307,1.0,0.5451062347614072,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.6071481224745572,0.6071481224745572,35.0,C
STR_005,800,1000.0,200.0,9.111331,48.82732,5.0,1155.2860107421875,43.0652952250998,19.21,True,False,0,23.16,76,68,36,False,False,0.282068640473028,0.7805583965862545,0.9633878738730144,1.0,0.3308951584813654,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.6028871648676332,0.6028871648676332,36.0,C
STR_010,1800,2000.0,200.0,9.106142,48.833703,287.07,1158.93798828125,28.489851345073635,0.02,False,False,1,35.92,76,68,36,False,False,0.5384378079609238,0.5163785031231001,0.9329532986690836,1.0,0.9993033786137234,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.7068231858190399,0.6007997079461839,37.0,C
STR_008,1400,1600.0,200.0,9.111108,48.832351,313.68,1155.2860107421875,45.09696670469256,19.43,True,False,0,82.51,76,68,36,False,False,0.282068640473028,0.8173824384095338,0.8218289366979917,1.0,0.3232323232323233,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.5987761165815986,0.5987761165815986,38.0,C
STR_021,4000,4200.0,200.0,9.093648,48.848989,47.0,1161.4949951171875,46.6413124404364,18.75,True,False,1,26.27,76,68,36,False,False,0.7179399288744163,0.8453737020236854,0.9559700424557553,1.0,0.3469174503657263,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.7022165416643912,0.5968840604147325,39.0,C
STR_064,12600,12800.0,200.0,9.013831,48.866925,264.74,1165.14794921875,13.181259027,0.0,False,False,0,250.0,76,68,36,False,False,0.9743776511418656,0.23891029557151652,0.4223393598244526,1.0,1.0,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.5863517451690847,0.5863517451690847,40.0,C
STR_076,15000,15200.0,200.0,8.999758,48.855255,260.66,1162.9560546875,31.5290754019,8.13,True,False,1,64.7,76,68,36,False,False,0.8205064484339517,0.5714644335518345,0.8643085436244813,1.0,0.7168234064785789,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.6877669997264548,0.5846019497674866,41.0,C
STR_011,2000,2200.0,200.0,9.103537,48.834231,286.86,1158.93798828125,13.507208648633332,0.02,False,False,0,56.59,76,68,36,False,False,0.5384378079609238,0.24481813186290052,0.8836521490244716,1.0,0.9993033786137234,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.5808251390634653,0.5808251390634653,42.0,C
STR_024,4600,4800.0,200.0,9.099399,48.852255,4.92,1161.1300048828125,42.00050162457174,19.23,True,False,1,15.76,76,68,36,False,False,0.6923175800162817,0.7612590145390817,0.9810380193674569,1.0,0.33019853709508884,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.6598056194424421,0.5608347765260757,43.0,C
STR_004,600,800.0,200.0,9.112041,48.825677,321.15,1155.2860107421875,43.88908416620177,23.91,True,False,0,37.69,76,68,36,False,False,0.282068640473028,0.7954895696254973,0.9287315746791966,1.0,0.16718913270637414,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.5597763461130832,0.5597763461130832,44.0,C
STR_081,16000,16200.0,200.0,8.987585,48.851968,235.28,1163.321044921875,43.27765256767222,23.31,True,True,1,26.6,76,68,36,False,False,0.8461287972920862,0.7844073730290083,0.9551829413728951,1.0,0.18808777429467094,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.6511631593176029,0.5534886854199624,45.0,C
STR_007,1200,1400.0,200.0,9.11231,48.830809,351.6,1155.2860107421875,44.54854122416143,18.79,True,True,1,27.75,76,68,36,False,False,0.282068640473028,0.8074422275856469,0.9524400133568669,1.0,0.34552420759317315,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.6173652573027774,0.5247604687073607,46.0,D
STR_066,13000,13200.0,200.0,9.008461,48.86639,251.58,1162.9560546875,2.54051436288,3.39,True,False,0,139.27,76,68,36,False,False,0.8205064484339517,0.04604681814507095,0.6864475504460239,1.0,0.8819226750261233,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.47898452989587054,0.47898452989587054,47.0,D
STR_071,14000,14200.0,200.0,9.006168,48.859653,137.31,1162.2259521484375,5.31106599121,2.86,False,False,0,211.27,76,68,36,False,False,0.7692531813702387,0.09626306130246798,0.5147164050946906,1.0,0.9003831417624522,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.47619488518653275,0.47619488518653275,48.0,D
STR_003,400,600.0,200.0,9.114333,48.824949,270.93,1151.2679443359375,45.13688260853245,21.75,True,False,1,19.34,76,68,36,False,False,0.0,0.8181059140930675,0.9724991651958212,1.0,0.24242424242424243,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.5526089659367251,0.46971762104621634,49.0,D
STR_017,3200,3400.0,200.0,9.09461,48.842342,339.45,1161.4949951171875,5.68480773648,0.04,False,False,0,339.99,76,68,36,False,False,0.7179399288744163,0.10303712974668643,0.20769927968325141,1.0,0.9986067572274469,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.45888037108418483,0.45888037108418483,50.0,D
STR_065,12800,13000.0,200.0,9.011116,48.866758,263.98,1165.14794921875,2.54051436288,1.52,False,False,1,89.96,76,68,36,False,False,0.9743776511418656,0.04604681814507095,0.8040595334637218,1.0,0.9470567746429815,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.5358748984589918,0.45549366369014305,51.0,D
STR_012,2200,2400.0,200.0,9.100936,48.834766,289.45,1158.93798828125,0.0,4.99,True,False,0,73.11,76,68,36,False,False,0.5384378079609238,0.0,0.8442493917855269,1.0,0.8261929641239986,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.42005641713931746,0.42005641713931746,52.0,D
STR_016,3000,3200.0,200.0,9.095561,48.840656,339.6,1160.0340576171875,0.0,0.0,False,False,0,427.07,76,68,36,False,False,0.6153819786623249,0.0,0.0,1.0,1.0,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.37129930860484733,0.37129930860484733,53.0,D
STR_067,13200,13400.0,200.0,9.005971,48.86568,238.14,1162.2259521484375,2.54051436288,14.81,True,False,0,109.12,76,68,36,False,False,0.7692531813702387,0.04604681814507095,0.7583599675618947,1.0,0.4841518634622083,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.3704287222620509,0.3704287222620509,54.0,D
STR_069,13600,13800.0,200.0,9.003576,48.862682,177.32,1162.2259521484375,5.31106599121,15.59,True,False,0,177.18,76,68,36,False,False,0.7692531813702387,0.09626306130246798,0.5960263321089538,1.0,0.45698362939742254,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.3641556530661953,0.3641556530661953,55.0,D
STR_072,14200,14400.0,200.0,9.007534,48.858147,166.2,1163.68603515625,5.31106599121,18.41,True,False,1,17.12,76,68,36,False,False,0.8717511461502206,0.09626306130246798,0.977794208844154,1.0,0.35876001393242773,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.4019785196769318,0.34168174172539206,56.0,D
STR_068,13400,13600.0,200.0,9.004154,48.864397,207.67,1162.2259521484375,2.54051436288,15.12,True,False,1,22.82,76,68,36,False,False,0.7692531813702387,0.04604681814507095,0.9641988265038401,1.0,0.47335423197492166,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.39393758811881013,0.3348469499009886,57.0,D
STR_070,13800,14000.0,200.0,9.004399,48.861011,147.17,1162.2259521484375,5.31106599121,14.07,True,False,0,362.77,76,68,36,False,False,0.7692531813702387,0.09626306130246798,0.15336545341792684,1.0,0.5099268547544409,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.3218112274340021,0.3218112274340021,58.0,D
STR_073,14400,14600.0,200.0,9.007226,48.856444,209.24,1163.68603515625,5.31106599121,24.01,True,False,0,167.48,76,68,36,False,False,0.8717511461502206,0.09626306130246798,0.619162333635453,1.0,0.16370602577499127,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.30193128731154645,0.30193128731154645,59.0,D
STR_074,14600,14800.0,200.0,9.005168,48.855423,255.96,1163.68603515625,0.0,21.68,True,False,0,104.45,76,68,36,False,False,0.8717511461502206,0.0,0.769498640461766,1.0,0.2448624172762104,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.30128751818458555,0.30128751818458555,60.0,D
STR_013,2400,2600.0,200.0,9.098695,48.835704,319.86,1160.0340576171875,0.0,19.12,True,False,0,103.86,76,68,36,True,True,0.6153819786623249,0.0,0.7709058817917283,1.0,0.33402995471960983,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.2865205215742149,0.0,,Excluded
STR_014,2600,2800.0,200.0,9.097467,48.837285,339.36,1160.0340576171875,0.0,0.38,False,False,0,94.14,76,68,36,True,True,0.6153819786623249,0.0,0.7940895864141583,1.0,0.9867641936607454,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.46984417094065173,0.0,,Excluded
STR_015,2800,3000.0,200.0,9.096513,48.83897,339.35,1160.0340576171875,0.0,0.04,False,False,0,252.92,76,68,36,True,True,0.6153819786623249,0.0,0.41537470781853747,1.0,0.9986067572274469,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.4243743430551449,0.0,,Excluded
STR_032,6200,6400.0,200.0,9.084194,48.861737,325.82,1161.8599853515625,43.7527716081625,11.3,True,False,0,23.33,76,68,36,True,True,0.7435622777325507,0.7930189047622574,0.9629823975576015,1.0,0.6064089167537443,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.75570026561553,0.0,,Excluded
STR_033,6400,6600.0,200.0,9.083149,48.863374,347.34,1160.0340576171875,25.3671903161,9.0,True,False,1,181.77,76,68,36,True,True,0.6153819786623249,0.45978027772796937,0.5850784715928063,1.0,0.6865203761755486,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.5625761895303163,0.0,,Excluded
STR_034,6600,6800.0,200.0,9.08235,48.865058,327.13,1160.0340576171875,34.64156546637647,23.25,True,False,0,334.95,76,68,36,True,True,0.6153819786623249,0.627878310234199,0.21972045985784483,1.0,0.19017763845350055,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.4524881715980582,0.0,,Excluded
STR_035,6800,7000.0,200.0,9.080233,48.866076,287.81,1160.0340576171875,38.34984392860322,14.7,True,False,0,249.02,76,68,36,True,True,0.6153819786623249,0.6950908505277585,0.424676811525068,1.0,0.4879832810867294,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.5907601861526313,0.0,,Excluded
STR_036,7000,7200.0,200.0,9.077551,48.866301,271.45,1160.0340576171875,41.69373871961714,0.24,False,False,1,233.24,76,68,36,True,True,0.6153819786623249,0.7556989374521389,0.46231455421456846,1.0,0.9916405433646813,0.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,0.85,0.7614612421228054,0.0,,Excluded
STR_037,7200,7400.0,200.0,9.074892,48.866529,292.6,1162.2259521484375,43.15176267521842,27.6,True,False,0,249.59,76,68,36,True,True,0.7692531813702387,0.7821256189602963,0.4233172732910365,1.0,0.03866248693834895,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.5285516480782552,0.0,,Excluded
STR_038,7400,7600.0,200.0,9.073273,48.86781,344.32,1156.0159912109375,41.2070163311449,18.56,True,False,0,86.64,76,68,36,True,True,0.33331333818929687,0.7468770950581014,0.8119782473882555,1.0,0.3535353535353536,1.0,0.15440098059350177,0.4406123068836363,0.12870298486304704,0.2762837103104838,1.734933111337176e-08,0.0,1.0,0.5827272467061612,0.0,,Excluded
